Date	Tweet
2020-06-12 16:09:25+00:00	#Slovakia is happy to be among 132 signatories supporting @antonioguterres @UN Communications Response initiative and call for global action to fight #infodemic in times of #COVID19 – at Permanent Mission of Slovakia to the United Nations
2020-06-12 15:52:59+00:00	1st base. #covid19 #staysafe #nyc #mta @Jay Street–MetroTech https://www.instagram.com/p/CBVzu6UhIPQ/?igshid=1te5rg0f5hara
2020-06-12 15:36:56+00:00	Great site for checking accurate & intelligent data on #covid19 via R-0 (Coefficient of 1 = BIG problem for exponential growth) https://rt.live #datascience
2020-06-12 15:06:40+00:00	#Trump’s leadership in full view here. But he’s not alone. #GOP governed states opening early (because $$$) are leading the charge. #COVID19 
2020-06-12 14:38:59+00:00	The #COVID19 crisis has brought to light the urgent need to enact policies that will ensure that transition age foster youth are able to stay safe &amp; in supportive placements during an emergency! I urge @GavinNewsom to fund the Extended Foster Care proposal. #CABudget #SB912
2020-06-12 14:33:34+00:00	Pangolin scales have been removed from the 2020 listing of ingredients approved for use in traditional Chinese medicine. For the world’s most trafficked mammal, this is an incredible step for its survival. #COVID19 #biodiversity #biodiversity2020
2020-06-12 12:52:12+00:00	The urgency for digital cooperation is only increasing because of #COVID19 . It’s great to see the @UNSGdigicoop being launched and looking forward to speaking in a couple of hours!
2020-06-12 12:26:40+00:00	Highest GDP in the world and the United States can’t take a few ‘sick months’ to wipe this thing out. #COVID19
2020-06-12 12:07:22+00:00	Challenge accepted Creating memories of our life in #NewYork during #COVID19 #lockdown2020 Day 2/7 of #mylifeinpictures No words, No People, Just Challenge someone each day: Nominated by @DanaKursh Today I’m nominating my friend @SachaDratwa
2020-06-12 10:28:22+00:00	Nursing home resident, 96, beats COVID-19. Now all she wants is the Yankees back on the field. #covid19 #Yankees #MLB
2020-06-12 02:41:36+00:00	Where #COVID19 cases are rising Source : @nytimes
2020-06-12 02:02:06+00:00	and if ya wanna put all your eggs in the it’s gonna be ok once there’s a vaccine for #COVID19 basket watch this from #maddow &amp; kiss ya eggs goodbye. i have a serious love hate relationship with @Laurie_Garrett i love that she tells the scary truth &amp; also fuckin hate that. pic.twitter.com/EdKVHYM0xO
2020-06-12 00:34:13+00:00	Listen to my new short song with Anna Bogner part of our project with Goethe Institut @GI_NewYork @GI_London1 @goetheinstitut #art #music #pandemic #covid #COVID__19 #covid19 #sound #soundart #musicians #musuems #artists #diary #nyc #newyork #contemporaryart #song #theater #sing
2020-06-12 00:17:24+00:00	A couple of days in New York..... #newyorkcity #covid19 #coronavirus #designagainstthevirus #design #newyork _askforamask stefanoporcini @New York City, N.Y. https://www.instagram.com/p/CBUIqRZJdlu/?igshid=1tljzvwzreb8y
2020-06-12 00:16:06+00:00	Medidas de #Cuba ante la normalización relativa. La #COVID19. Nadie ha quedado ni quedará desamparado. #CubaSalvaVidas
2020-06-11 21:23:56+00:00	Thanks to offtheirplate @bonnie_cao for donating 2500 meals to our collective food pantries today. Our #covid19 outreach and food relief continues. @East Flatbush https://www.instagram.com/p/CBT0z32BSgo/?igshid=1wb7l9f6c2h52
2020-06-11 21:21:18+00:00	This week I was tested for #COVID19 &amp; the results were negative. I wore a mask, social distanced &amp; didn’t have symptoms but I’ve attended the vigils &amp; wanted to be responsible before delivering food to family that’s extra at-risk. If you’ve been protesting, please get tested too!
2020-06-11 21:06:32+00:00	#COVID19 double lung transplant 
2020-06-11 19:14:23+00:00	Thank you for sharing @NYAMNYC. #LGBTQ inclusive #hapc by all clinicians is critical to realizing #healthequity during #COVID19 and in the future. @PennNursing @kimacquaviva @iamlikewater @FNSprogram @JPSMjournal @IAHPC @whoccnm
2020-06-11 19:01:41+00:00	When you get excited just to see napkins on the shelves. #COVID19 
2020-06-11 18:56:14+00:00	WATCH @nycemergencymgt talks decision to return #COVID19 patients to #NYC nursing homes. There must be an investigation the Cuomo administrations order, despite adequate beds availible. My committee heard from NYCEM, but we lack the jurisdiction to do more
2020-06-11 18:45:45+00:00	Challenge accepted Creating memories of our life in #NewYork during #COVID19 #lockdown2020 Day 1/7 of #mylifeinpictures No words, No People, Just Challenge someone each day: Nominated by @DanaKursh Today's nominating my colleague @TaliGoldsheft
2020-06-11 18:30:56+00:00	 proud to support #ECOSOC #HAS2020 Call to Action on the humanitarian response to #COVID19. We will continue to push for #SRHR to be an essential element of the response &amp; for women’s leadership in all response &amp; recovery efforts. – at United Nations
2020-06-11 15:49:55+00:00	We’re Donating % of the proceeds from our song ‘ICE COLD’ To One Family a week of a Covid-19 victim(Departed) Follow @REVLTVLK718 and add this song to your playlist when it drops in two weeks. Details on How To Apply Posted This Weekend #COVID19 #charity #MusicBank #rap
2020-06-11 15:49:00+00:00	Happening today! #RichmondHill #COVID19 #Census2020
2020-06-11 15:26:12+00:00	Party Planners on Pause, Awaiting Revelry’s Return https://www.nytimes.com/2020/06/11/style/party-planners.html?smid=tw-share Small businesses, freelancers, artists, and caterers have to find pivotal solutions during #COVID19 @ninarobertsnyc shares their stories and struggles. #freelancers #pivot #SupportSmallBusinesses
2020-06-11 13:45:28+00:00	.@un_greatlakes Special Envoy Mr. Huang Xia addresses the PBC on ongoing efforts to consolidate regional stability in the Great Lakes and the challenges of fighting #COVID19, underscoring the urgent need to mobilize more international support. 
2020-06-11 13:30:37+00:00	queue for antibody test #COVID19 
2020-06-11 12:28:35+00:00	The WHO Follies, Redux https://issuesinsights.com/2020/06/11/the-who-follies-redux/ my latest w/ @henryimiller #defundWHO #COVID19
2020-06-11 10:49:18+00:00	A couple of weeks ago ministers from #Ethiopia, #Indonesia &amp; #Nigeria came together on a virtual Roundtable to discuss water-supply service continuity during #COVID19. They raised critical issues affecting utilities and other service providers. @SHadamufnse @sanwatforall @KGoyol
2020-06-11 04:40:42+00:00	FREE #COVID19 and antibodies testing for the community. Please have your family take advantage of this free offer. Thursday, June 11, 2020 6pm Location: 1001 Newkirk Avenue Brooklyn, NY 11230 Please register before 11am at: http://kaminhealth.com/homevisit 
2020-06-11 04:20:27+00:00	Srsly, fuck #COVID19, but in a year or two, I hope we keep sidewalk drinks with friends... diggin' it. pic.twitter.com/bIXAYjVIVu – at The Expat
2020-06-11 03:15:23+00:00	BX’s 52nd prescient is full of racist cops. during Ramadan, a friend and I were pulled over + threatened to be arrested by an islamophobic, white cop while delivering groceries to an elderly man who lives near the prescient & lost his wife to #COVID19. Who will investigate NYPD? 
2020-06-11 03:10:15+00:00	Member States endorsed a historic @UN reform so countries can achieve the #GlobalGoals &amp; respond to unprecedented &amp; complex challenges like #COVID19. Today 70% of governments believe the @UN is more capable of providing this support. Click 4 results http://bit.ly/2Ux05OR
2020-06-11 22:11:24+00:00	@IDaneekMiller where were you when thousands of your constituents were suffering during #COVID19 ? 
2020-06-11 22:00:28+00:00	Hiking is my best friend.. Break from everything.. #pandemic #coronavirus #COVID19 #COVID__19 #covid19 #GeorgeFloyd #nature #hiking #birds #animals #music #memories #nyc #newyork #upstate #sport #musician #sky #sun #lake #trees #sunday #wild #upstate
2020-06-11 21:47:32+00:00	This is a scary looking pic But there couldn't be a better deterrent for everyone to still be wearing masks and social distancing I hope this young lady survives #COVID19 
2020-06-11 20:36:28+00:00	You really think he’s not doing everything is his demented mind to allow the #COVID19 to spread? Everything he has done so far was meant for us to fail.Rushing reopening when he hardly did anything was meant for us to fail.He expected weak governors but that’s where he went wrong 
2020-06-11 20:32:17+00:00	We are grateful to be able to continue feeding our #community—and even provide hearty #vegetarian options to #soupkitchen guests! Today we served delicious ravioli with broccoli and olive oil (v) and curry chicken to-go. #SoupAndSoul #FoodInsecurity #COVID19 
2020-06-11 20:21:46+00:00	Donald rallying his KKK base, herding them indoors without face masks as #COVID19 intensifies, spiking again. They say, “but the protesters” as if the outdoor, mask wearing freedom fighters are remotely similar. #CarryOn
2020-06-11 18:55:04+00:00	#Denmark proud to support #ECOSOC #HAS2020 Call to Action on the humanitarian response to #COVID19. We will continue to push for #SRHR to be front &amp; centre of the response &amp; for women’s leadership in all response &amp; recovery efforts.
2020-06-11 18:41:38+00:00	We want to thank & celebrate this amazing team- both our #ColorectalSurgeryResearchFellows @HillaryLSimon and @MagdaProfeta who devoted countless hours to improving patient outcomes and Abby Orbec who volunteered with @nyphospital #emergencydepartment at the height of #COVID19 – at Herbert Irving Pavilion
2020-06-11 18:30:05+00:00	We've been able to help over 239,000 people since the #COVID19 crisis began. Each #NewYorker we serve has a name, unique needs and a story which we want to consider as you come through our doors. Help us care for our neighbors in need by visiting http://salvationarmyny.org/corona. pic.twitter.com/K2EOZTWw7k
2020-06-11 18:18:15+00:00	What is the status of #COVID19 vaccines? The @nytimes provided an easy to understand tracker
2020-06-11 16:47:23+00:00	“It was easy because the protesters were unarmed and peaceful while your military troops were armed with battlefield weapons, teargas, shields, body armor, rubber bullets, and assault vehicles. Do you feel like a real man now?” #TrumpRecession #TrumpIsACoward #SS #COVID19 
2020-06-11 15:18:58+00:00	Joining my mayor @rasjbaraka at noon for what I believe will be a great conversation! #Mayors #UnrestAmidCOVID19 #COVID19 #Protests #ThursdayVibes
2020-06-11 14:47:13+00:00	I’m actually pretty damn impressed @MTA - these cars are clean. Can we keep this daily cleaning permanent? #MTA #COVID19 
2020-06-11 14:03:44+00:00	 #ThatBROADCast #News w/ #LissVictory! Every Thursday 1pm EDT. Good faith reporting from across the globe. This week: #India #Bengaluru #MLPS #CHI #EriePa #LA #CA #Houston #TX #PhoenixAZ #Richmond #CO #Denver #LissVictory #COVID19 #coronavirus #GeorgeFloydProtests
2020-06-11 12:58:42+00:00	Getting tested for #COVID19, finally! #nyc
2020-06-11 11:50:31+00:00	the fact that I, a Black man who lives in a community that has been disproportionately affected by #COVID19 due to structural racism has to go out and risk my health to protest the fact that Black Americans are being killed by the police is the highest form of american irony
2020-06-11 03:09:49+00:00	the 52nd prescient is full of racist cops. during Ramadan, a friend and I were interrogated by a racist islamophobic white cop while doing mutual aid work and delivering food to an elderly man who lives near the prescient and lost his wife to #COVID19. Who will investigate NYPD?
2020-06-11 02:26:31+00:00	2020 National Puerto Rican Day Parade, America’s largest celebration of #PuertoRican heritage, has been canceled this year due to #Covid19. To commemorate the occasion, a special celebration will be broadcasted on @ABC7NY. Tune in on Sunday, June 14th @12 Noon. #NYC
2020-06-11 02:24:49+00:00	TOMORROW I’ll be speaking on a panel dealing with creating content during a time of #COVID19 and cultural/ societal shifts: https://us02web.zoom.us/webinar/register/WN_aEUQXnTzTn6ks3kXcuxOYA w/ @GreenBuzzAgency
2020-06-11 00:42:40+00:00	Private businesses and their owners may find this EY Enterprise Resilience Framework helpful during #COVID19 @RandallTavierne @ShultzSteven #PrivateBusiness
2020-06-11 00:36:57+00:00	FYI - Although #COVID19 is unofficially dead. Please, I’m begging everyone don’t forget to bathe. #SummerVibes is here and don’t forget soap/cook water.
2020-06-11 00:03:16+00:00	WEAR A MASK SO WE CAN NOT WEAR ONE ALL OF 2021. #COVID19 #MaskOn
2020-06-11 00:02:19+00:00	It just never fails.. one more thing to remember.. smh.. #covid19 #coronavirushumor #spiderman #superhero #lesbianofinstagram #gaygirlsofinstagram #lezbefriends #lezbehonest #lezzies @New York, New York https://www.instagram.com/p/CBRiI_3FhK8/?igshid=1wajkqzd7s2rj
2020-06-10 22:30:04+00:00	NYC transportation~social distancing By @NadezdaTT #nycsubway #ferrystatenisland #covid19 #covidnyc #socialdistancingnyc #NewYorkCity
2020-06-10 22:27:58+00:00	On the way to Wall Street. Many of us we’re essential workers &amp; Love NY! by @NadezdaTT #covid19 #covidnyc #essentialworkers #NYCSubway #photojournalism #unity #equality #newyorkcity #nyclife
2020-06-10 22:24:57+00:00	Join me, District Leader @CitizenPierre and Reverend James A. Thornton of Salem Missionary Baptist Church this Friday, June 12th from 1p.m. to 3 p.m. for a #COVID19 Mask Distribution event. RSVP is required for mask and giveaways. Sign up here: https://tinyurl.com/y82ybgyp
2020-06-10 22:05:11+00:00	The first #artexhibit in #nyc post #shutdown - @arthousenyc presents Sprung 4. - 6.11.20 6pm @BigScreenNY - see u there, don’t forget your mask #covid19 #photography #digitalart #fineart #reopening #chelsea… https://www.instagram.com/p/CBRUvEHg7Lu/?igshid=sd48xelvge4o
2020-06-10 21:43:41+00:00	**NEW** #COVID19 mortality data by race. Black Americans are still the most disproportionately impacted by #COVID19. 1 in 1625 Black Americans have died. If Black Americans had died at the same rate as white Americans, 14,000 Black Americans would be alive today. My god. 
2020-06-10 21:06:41+00:00	Many Americans are moving on but #COVID19 is not. “Members of the D.C. National Guard who were deployed last week in response to the protests over George Floyd’s murder have tested positive.” We don’t know how many, let’s hope they all survive.
2020-06-10 19:13:17+00:00	Join us on Thursday! @Speight4NJ @AswTimberlake @AswTucker @NJDHS #COVID19 #LegislateEducateEmpower
2020-06-10 18:18:59+00:00	Today, 820 M ppl around the are hungry - #COVID19 &amp; global recession is further disrupting food supply chains &amp; livelihoods We must build more resilient &amp; inclusive #FoodSystems for the future guided by the #2030Agenda DSG @AminaJMohammed launches important @UN Policy Brief
2020-06-10 17:14:40+00:00	Sometimes you just have to order $25 of vegan sushi for lunch on a Wednesday. #COVID19 #QuarantineLife
2020-06-10 16:35:59+00:00	@NMICnyc is extremely concerned about Housing Court opening too soon &amp; further exposing community members to #COVID19. As Housing Court Begins to Reopen, Tenant Advocates Fear Renewed Transmission of Coronavirus http://www.wnyc.org/story/housing-court-begins-reopen-tenant-advocates-fear-renewed-transmission-coronavirus/ via @WNYC
2020-06-10 16:30:15+00:00	We were already in an international political crisis before #COVID19. But as the virus continues to spread, malignant political forces are trying to weaponize the pandemic. How can George Orwell help us understand this moment of creeping authoritarianism? 
2020-06-10 15:04:22+00:00	Let's hear it for USMC vet Daniel Perez! He's helped veterans & families via Veterans Mutual Aid since March. Thank you Daniel for all you've done to help during #COVID19! Need help? Let us know: http://bit.ly/vetshelp_covid19 Donate here to help more veterans: http://nycvets.revv.co/donate
2020-06-10 14:24:53+00:00	Listen to my new short song with Anna Bogner part of our project with Goethe Institut @GI_NewYork @GI_London1 @goetheinstitut #art #music #pandemic #covid #COVID__19 #covid19 #sound #soundart #musicians #musuems #artists #diary #nyc #newyork #contemporaryart #song
2020-06-10 13:09:59+00:00	"#wednesdaymorning Starting on 3 hours! (12 EST) ""No Exit? Three International Experts’ Mathematical Models on Lifting the Lockdown” - Don't miss the opportunity to join http://ow.ly/Ep2950zYW1a #COVID19 #coronavirus"
2020-06-10 13:07:49+00:00	Rode @NYCTSubway today for the first time since #covid19 outbreak and got say it was spacious. But man did I miss it. Looking forward to the day when I’m complaining about the crowds again. #StayStrongTogether
2020-06-10 12:27:19+00:00	OUT NOW! Top Irish fashion blogger @louisecooney_ sat down with Michael &amp; Johnny to discuss her career &amp; life in #NewYork They talk social media, visas and more The podcast was recorded just before #COVID19 hit #NYC. #louisecooney #thelonghallpodcast
2020-06-10 11:59:40+00:00	For this #NY1OffTopic #covid19 special episode I take listeners for a walk around my neighborhood during the pandemic: Dulcería NYC, @HarlemFoodBar &amp; @VinoFinoNYC https://www.ny1.com/nyc/all-boroughs/off-topic-on-politics/2020/06/10/off-topic-on-politics-coronavirus-nyc-reopening-how-the-city-has-changed @NY1
2020-06-10 11:58:59+00:00	I’m all set for this morning’s show on #DoctorRadio @NYUDocs . First @DiagnosisMD will discuss why it is important to come back to the doctors office. Then Dr. Seth Gross will discuss with me one of my favorite topics: colon cancer screening - now in the setting of #COVID19 
2020-06-10 10:42:07+00:00	How Oral History Projects Are Being Stymied by #COVID19: “Video interviews are, in this case, probably a necessary accommodation but can never really replicate the kind of intimacy that happens when you're sitting in a room with someone face to face,” 
2020-06-10 00:30:00+00:00	Coming soon to the 5th Ward: streateries and parklets at 10th and Bloomfield! @chefpino #5thWard #Hoboken #5thWardFoodieParadise #Parklets #Streateries @CityofHoboken @RaviBhalla @thehobokengirl @hMAG #COVID19 
2020-06-10 23:50:54+00:00	As states & communities work to address #COVID19, the economic crisis, &amp; the fight for racial justice, it couldn't be more clear: The Senate MUST pass the #HEROESAct and invest where we need it most. Tell the Senate: Don't forfeit our future! https://actionnetwork.org/letters/tell-the-senate-dont-forfeit-our-future?source=twitter&amp; @AFTUnion
2020-06-10 22:13:28+00:00	“I can’t die here.” How I made the decision to go forward with my move to #NYC despite the skyrocketing deaths and hospitalizations of the coronavirus pandemic (which have declined since). #NewYorkTough #LissVictory #ObjectivelyTragic #coronavirus #COVID #COVID19 #NewYork
2020-06-10 21:17:25+00:00	Unfortunately, 1 in 4 U.S. children could face hunger this year because of the #COVID19 crisis. @nokidhungry works tirelessly to provide children w/ meals. Join @PIX11News on Thursday, June 11, as we support a “Day of Action.” Please consider donating: https://www.pix11.com/news/fuel-our-kids/donate-no-kid-hungry-day-of-action
2020-06-10 21:02:11+00:00	I believe all of those states have RISING #COVID19 infection and death rates, no?
2020-06-10 20:52:19+00:00	I too saw that video on WhatsApp. There is a lot of crap out there masquerading as science. That plus the distrust of medical officials is very dangerous. #COVID19 @AbdulElSayed #americadissected @crookedmedia
2020-06-10 20:33:20+00:00	A surcharge during a pandemic?! Are you kidding me? Why don’t you just raise your prices like it’s supposed to be done. This is unacceptable & atrocious. Hope this doesn’t happen in @NYGovCuomo already happening in parts of CA @GavinNewsom #COVID19 #covid19surcharge
2020-06-10 20:08:12+00:00	Bloomfield Pulse: From Essex County Executive Joseph N. DiVincenzo, Jr. Through our partnership with the EDA, we are making grants available to help businesses and non-profits that have been affected by #COVID19.… https://www.instagram.com/p/CBRHWR7h1zr/?igshid=1mhs3piurozha
2020-06-10 17:42:33+00:00	Crazy to see other states still spiralling out of control while NYC, which was one of the hardest hit areas in the US, is now in phase 1 reopen! #COVID19 #CuomoFTW
2020-06-10 14:45:41+00:00	While under quarantine, subscribe to @inwoodartworks @youtube channel to enjoy over 100 short films made by New Yorkers for the New York City Quarantine Film Festival! #quarantine #inwoodartworks #filmfestival #nyc #nycfilms #covid19 #stayhome #staysafe
2020-06-10 14:40:13+00:00	Incredibly strange to see this magnificent building without a single person in or around it #amnh #nyc #museum #ghosttown #covid19 #nofilter @American Museum of Natural History https://www.instagram.com/p/CBQhz0UH3hs/?igshid=1988cbd63p8ow
2020-06-10 14:11:14+00:00	NYC #RealEstate trends in the time of #COVID19 New York City Property Owners Could Defer Paying #Taxes Under New Bill
2020-06-10 14:05:09+00:00	Given #COVID19 test, hope for the best.
2020-06-10 14:04:47+00:00	Dear people! Please take care of yourselves and take manadatory precautions for COVID-19. I have personally knew some peple from family and closed friends who are getting positive results! Take care and support each other in this pandemic situation! #COVID19
2020-06-10 12:56:20+00:00	Thank you @UNCERF for your continuous support to the government and the people of #DRC in the fight against #Ebola. We couldn't agree more with Mark Lowcock @UNReliefChief that the new Ebola outbreak is a reminder that #COVID19 is not the only health threat people face. #StaySafe pic.twitter.com/JJdv93WCTA
2020-06-10 12:25:17+00:00	Important thread on the #covid19 numbers in the near future from an ER doc. Don't blame it on the #BlakeLivesMatter protests; focus on the fact that 1) some states reopened too quickly without #TraceAndTest measures in place and 2) people are not practicing #SocialDistancing.
2020-06-10 11:26:02+00:00	Decided to spend some time in my gay besties's former pad.. Can't believe they're gone.. #covid19 (@My Besties/Homobesties Pad in New York, NY) 
2020-06-10 04:26:30+00:00	New #COVID19 spikes across the country, no one should be surprised
2020-06-10 04:24:44+00:00	My first #covid19 birthday grateful to still be around in these locuo hora! Feliz aniversario mim #happybirthday #felizaniversario #yesitsmybirthday #beenthere_rockedthat #podcast #hiphop #rap #style… https://www.instagram.com/p/CBPbYBflmHe/?igshid=1vymztder3oqo
2020-06-10 04:21:40+00:00	I asked - are you really a pollster? These questions sound really leading. He assured me he was he doesn’t make the questions he just asks them. OK Continue - “Are you concerned about #COVID19 in your area? Do you think that the government is going enough for you?” /4
2020-06-10 03:38:00+00:00	Prepping for a 2nd wave. Because people don’t take this sh*t seriously enough. #God works in mysterious ways. #COVID19 #DoomsDay – at Roosevelt Island
2020-06-10 01:36:48+00:00	@bglive You can’t have an equitable response to #COVID19 in the built environment without black and #POC representation. Where is the diversity on this task force? https://www.buildinggreen.com/op-ed/after-pandemic-what-s-next-building-industry @HipHopArch @colloqate @blackspaceorg
2020-06-10 01:36:38+00:00	"@32BJSEIU All I've been getting is pre-recorded messages from #32BJ telling us to vote. What happened to the #Union and our do nothing Prez @kyle32bj and the ""EFFORT"" to get us all compensated &amp; or protected during this #COVID19 pandemic. This is taken from the 32BJ Facebook page "
2020-06-09 23:36:10+00:00	For more details on #COVID19’s impact on hunger &amp; food security around the world, check the latest policy brief on the impact of #COVID19 on food security and nutrition https://bit.ly/2Uqt0nO
2020-06-09 22:58:01+00:00	Thank you to @RepEspaillat for joining 1199ers at @MountSinaiNYC as we remember our fallen sisters and brothers gone too from battling #COVID19. All #HealthcareHeroes at Mt. Sinai are essential!
2020-06-09 20:56:11+00:00	85% of Americans think the pandemic exposed underlying structural problems in American society. So what are corporations doing about it? @justcapital_ expands its #COVID19 Tracker by 200+ companies to show which ones are supporting their stakeholders: 
2020-06-09 20:10:03+00:00	Shareholder Diamond McDonald thought on #CancelRent #COVID19 @NYCHA #weareworthy #fundNYCHANow @HolmesIsaacs @Justice4AllQns @JusticeCenterNY @EVANGELIST_SC @monicamoralestv @NotOneMoreBlock
2020-06-09 19:56:01+00:00	It’s really sad that the governor of New York State has to respond to Conspiracy Theories from OAN!? Sorry Trumpy Bears you made this happen... This is the national distraction We All Have to Live With. Meanwhile people are still dying from #COVID19 and millions are food insecure 
2020-06-09 19:50:28+00:00	What is “objectively tragic?” When you die before you live your dreams. I chose to face death, get on a train, and move to #NYC at the height of the #COVID19 pandemic. I regret nothing. #NewYorkTough
2020-06-09 19:29:47+00:00	‘Quarantine & restrictive measures to limit the spread of #COVID19 increases the risk of domestic violence against women &amp; girls. Protection from gender-based violence must be given the needed attention!’ #DK Amb @BilleHermann joining call to end #SGBV @@UNECOSOC #HAS2020
2020-06-09 16:35:14+00:00	 at the 2020 #ECOSOCHAS stressing the needs to provide #protection &amp; #Humanitarian Assistance to the most vulnerables, addressing #genderbasedviolence &amp; promoting #UniversalHealthCoverage for all. Determined in our efforts to mitigate the impacts of #COVID19 #LeaveNoOneBehind
2020-06-09 16:33:15+00:00	FUN FACT—us Bangladeshi women have collectively raised $100K+ for #COVID19 relief work in BX, BK + Qns. We’ve helped thousands of families thru @BXMutualAidNtwk, Qns Mutual Aid &amp; Bangladeshi Undocumented Families Fund don’t ever doubt Bangladeshi women’s ability to organize
2020-06-09 15:54:40+00:00	‘Before #COVID19 we already saw an unpresedented level of human suffering. Now we all need to stand in #solidarity with those least able to protect themselves’ Powerful msg by #UNSG @antonioguterres @opening of @UNECOSOC Humanitarian Affairs Segment #HAS2020 #InvestInHumanity
2020-06-09 15:34:03+00:00	“As countries in the subregion continue to fight on multiple fronts, showing solidarity at the continental and regional levels, stronger international support is awaited.” -SRSG @LouncenyFall addressing the #Peacebuilding Commission on #COVID19 in the Central Africa region 
2020-06-09 14:55:26+00:00	Finally getting one of those antibodies tests to see whether or not I had #COVID19 back in March (at @CityMD Long Island City Urgent Care - Queens in Long Island City, NY) https://www.swarmapp.com/c/fkukTQwIsyW
2020-06-09 14:48:47+00:00	 Checkout our Recommendations for Risk Stratified Use of #YesCCT for Patients with #CHD during #COVID19 and reopening @ghoshhajra @AndrewEinstein7 @ebrosenzweig @purviparwani @PushpaShivaram @RobertHPass @DrMarthaGulati @DrToniyaSingh @mswami001 @DrJenniferCo_Vu @FredWuMD https://twitter.com/journalCCT/status/1270356782775447552
2020-06-09 14:30:14+00:00	#HappeningNow: @UN #Peacebuilding Commission Chair @blanchardCanada convenes meeting on the impact of #Covid19 on peacebuilding in the Central Africa region with SRSG @LouncenyFall, ASG Fernandez-Taranco, and @CEEAC_ECCAS SG Ahmad Allam Mi
2020-06-09 13:16:41+00:00	Happening now the Opening Session of #ECOSOC Humanitarian Affairs Segment 2020. From Ambassador Omar Hilale @Morocco_UN: reflecting on the last 2 years, we must end human suffering, respect #humanitarian principles &amp; work together to overcome #COVID19 
2020-06-09 04:04:31+00:00	Please read. #COVID19 
2020-06-09 03:09:26+00:00	Why is she and her kids not wearing a mask but have entertainment devices? #GeorgeFloyd #DefundThePolice #BlackLivesMatter @KingJames #AsianLivesMatter #AllLivesMatter @IngrahamAngle @laralogan #abc7ny #blm #coronavirus #COVID19 #dotherightthing #gothere #IngrahamAngle
2020-06-09 01:21:22+00:00	Hey @YacChat - Who’s the winner of the best #COVID19 #Quaratine #WFH / #Remote office setup? 
2020-06-09 00:55:04+00:00	.@NYCMayor if the NYPD is trying to de-escalate an already #Peacefulprotest why are they wearing riot gear and flashing batons? Re #COVID19 why is it not mandatory for POLICE to wear masks? #BlackLivesMatter #DefundThePolice #DefundNYPD @NYCSpeakerCoJo @CarlinaRivera
2020-06-09 00:40:14+00:00	Mean Age 51 Y, Majority are LVO, overall incidence 1.3 % among 6698 admitted patients. Good recanalization rates. We hope study provide some insight into covid stroke ! #COVID19 @svinsociety @ESOstroke @almuftifawaz @dyavagal @AmboojTiwari @RUNeurosurgery @DoctorGaldamez
2020-06-09 23:34:59+00:00	From my “End of Quarantine” Series: we are keeping the distance. #birds #covid19 #covid_19 #coronavirus #newyork #brooklyn #newtownbargepark #keepingthedistance @Brooklyn, New York City https://www.instagram.com/p/CBO6N3fgfLS/?igshid=1gfb4utvl1csw
2020-06-09 21:48:39+00:00	@NALEO is happy to be joining @CityofCamdenGov Mayor Frank Moran &amp; @CamdenSchools Advisory Board Member @FalioFalio for a conversation on #Census2020 &amp; the post #COVID19 future of the city. 5:30pm- English 6PM- Español http://Facebook.com/Falio.leybamartinez
2020-06-09 20:39:14+00:00	Dr. Fauci called it worse than AIDS and Americans think it's safe to open up. #COVID19 #HighRiskCovid19 #QuarantineLife day 96
2020-06-09 17:45:04+00:00	The first day of reopening New York City during the 6PM “Rush Hour” #newyork #newyorkcity #reopening #pandemic #covid19 #rushhour #city #citylife #manhattan #midtown @Manhattan, New York https://www.instagram.com/p/CBOSK72Jhxe/?igshid=18duiqkvtrp5j
2020-06-09 17:26:22+00:00	Good Afternoon This has truly been a season of hope, uncertainty, sadness, pain, resilience, injustice, anger, uprising and more. All I have left now is LOVE! #LOVE #BLACKLIVESMATTER #NoJusticeNoPeace #COVID19 #IGELifestyleWithFlair #IslandBossGoddess
2020-06-09 16:53:26+00:00	30 Day Sound Diary https://www.goethe.de/ins/jo/de/m/kul/sup/cop/ay.html @GI_NewYork @GI_London1 @goetheinstitut #art #music #pandemic #covid #COVID__19 #covid19 #sound #soundart #musicians #musuems #artists #diary #nyc #newyork #contemporaryart #contemporary #audiovisual #installation #brooklyn #manhattan
2020-06-09 15:50:48+00:00	#Repost houseundermagic and @chem_creative installed a state of the art @QSC PA system at themarketline just before #covid19 shutdown. It was a great collaboration and we can’t wait for the reopening.… https://www.instagram.com/p/CBOFF6GJNso/?igshid=xl65q3povst2
2020-06-09 15:43:26+00:00	#COVID19 became the eye opener. the Global #LockDown forced everyone to come FACE TO FACE w #systemicracism #GeorgeFloyd sacrifice was the switch #LightsOn #BlackLivesMattter #AumaudArbery #BLM #BlackTwitter #coronachronicles #vote #PoliceViolence #pandemic #1619Project
2020-06-09 15:33:16+00:00	Shot/reverse shot taken as I waited to get my #covid19 nasal swab and antibodies tests (finally!) this morning @City Md https://www.instagram.com/p/CBODFoCJQbD/?igshid=aau8yrb0jncb
2020-06-09 15:26:59+00:00	So since Dec 2019 I have been detached from my partner msmochamarie after seeing her at least every week since 2008 and then #covid19 I’m feeling detached from all of my @damatrixstudio tribe I just wanted to tell… https://www.instagram.com/p/CBOCXi5F-ec/?igshid=cayk8ftltg8w
